signal,category,ticker,spread_bps,gross_sharpe,turnover,net_sharpe,decision,liquidity_tier
vix_timing,mediocre,EFA,6.0,0.3,2.8,0.27680804040507107,REJECT,medium
vix_timing,mediocre,EWZ,20.0,0.3,2.8,0.22066666666666668,REJECT,illiquid
vix_timing,mediocre,RSX,35.0,0.3,2.8,0.16141373738404396,REJECT,illiquid
vix_timing,mediocre,XME,15.0,0.3,2.8,0.23982600644200036,REJECT,illiquid
yield_curve,mediocre,SPY,1.5,0.35,2.0,0.34592546440075,REJECT,ultra_liquid
yield_curve,mediocre,QQQ,2.0,0.35,2.0,0.3445535295816768,REJECT,ultra_liquid
yield_curve,mediocre,IWM,5.0,0.35,2.0,0.33642323441888655,REJECT,liquid
yield_curve,mediocre,TLT,3.0,0.35,2.0,0.3417614860824,REJECT,liquid
yield_curve,mediocre,GLD,4.0,0.35,2.0,0.3389538600141131,REJECT,liquid
yield_curve,mediocre,EEM,8.0,0.35,2.0,0.32777223947566675,REJECT,medium
yield_curve,mediocre,VWO,10.0,0.35,2.0,0.3219476926872782,REJECT,medium
yield_curve,mediocre,EFA,6.0,0.35,2.0,0.33343431457505074,REJECT,medium
yield_curve,mediocre,EWZ,20.0,0.35,2.0,0.29333333333333333,REJECT,illiquid
yield_curve,mediocre,RSX,35.0,0.35,2.0,0.25100981241717424,REJECT,illiquid
yield_curve,mediocre,XME,15.0,0.35,2.0,0.30701857603000027,REJECT,illiquid
credit_spread,mediocre,SPY,1.5,0.3,1.8,0.296332917960675,REJECT,ultra_liquid
credit_spread,mediocre,QQQ,2.0,0.3,1.8,0.2950981766235091,REJECT,ultra_liquid
credit_spread,mediocre,IWM,5.0,0.3,1.8,0.28778091097699793,REJECT,liquid
credit_spread,mediocre,TLT,3.0,0.3,1.8,0.29258533747416,REJECT,liquid
credit_spread,mediocre,GLD,4.0,0.3,1.8,0.2900584740127018,REJECT,liquid
credit_spread,mediocre,EEM,8.0,0.3,1.8,0.2799950155281001,REJECT,medium
credit_spread,mediocre,VWO,10.0,0.3,1.8,0.2747529234185504,REJECT,medium
credit_spread,mediocre,EFA,6.0,0.3,1.8,0.28509088311754566,REJECT,medium
credit_spread,mediocre,EWZ,20.0,0.3,1.8,0.249,REJECT,illiquid
credit_spread,mediocre,RSX,35.0,0.3,1.8,0.21090883117545683,REJECT,illiquid
credit_spread,mediocre,XME,15.0,0.3,1.8,0.2613167184270002,REJECT,illiquid
momentum_factor,mediocre,SPY,1.5,0.45,3.5,0.4428695627013125,REJECT,ultra_liquid
momentum_factor,mediocre,QQQ,2.0,0.45,3.5,0.44046867676793444,REJECT,ultra_liquid
momentum_factor,mediocre,IWM,5.0,0.45,3.5,0.42624066023305157,REJECT,liquid
momentum_factor,mediocre,TLT,3.0,0.45,3.5,0.43558260064420007,REJECT,liquid
momentum_factor,mediocre,GLD,4.0,0.45,3.5,0.430669255024698,REJECT,liquid
momentum_factor,mediocre,EEM,8.0,0.45,3.5,0.4111014190824168,REJECT,medium
momentum_factor,mediocre,VWO,10.0,0.45,3.5,0.4009084622027369,REJECT,medium
momentum_factor,mediocre,EFA,6.0,0.45,3.5,0.42101005050633883,REJECT,medium
momentum_factor,mediocre,EWZ,20.0,0.45,3.5,0.35083333333333333,REJECT,illiquid
momentum_factor,mediocre,RSX,35.0,0.45,3.5,0.276767171730055,REJECT,illiquid
momentum_factor,mediocre,XME,15.0,0.45,3.5,0.37478250805250046,REJECT,illiquid
quality_quarterly,borderline,SPY,1.5,0.55,1.5,0.5469440983005626,PASS,ultra_liquid
quality_quarterly,borderline,QQQ,2.0,0.55,1.5,0.5459151471862577,PASS,ultra_liquid
quality_quarterly,borderline,IWM,5.0,0.55,1.5,0.539817425814165,PASS,liquid
quality_quarterly,borderline,TLT,3.0,0.55,1.5,0.5438211145618,PASS,liquid
quality_quarterly,borderline,GLD,4.0,0.55,1.5,0.5417153950105849,PASS,liquid
quality_quarterly,borderline,EEM,8.0,0.55,1.5,0.5333291796067501,PASS,medium
quality_quarterly,borderline,VWO,10.0,0.55,1.5,0.5289607695154587,PASS,medium
quality_quarterly,borderline,EFA,6.0,0.55,1.5,0.5375757359312882,PASS,medium
quality_quarterly,borderline,EWZ,20.0,0.55,1.5,0.5075000000000001,PASS,illiquid
quality_quarterly,borderline,RSX,35.0,0.55,1.5,0.47575735931288077,REJECT,illiquid
quality_quarterly,borderline,XME,15.0,0.55,1.5,0.5177639320225003,PASS,illiquid
value_pe_quarterly,borderline,SPY,1.5,0.5,1.2,0.49755527864045,REJECT,ultra_liquid
value_pe_quarterly,borderline,QQQ,2.0,0.5,1.2,0.4967321177490061,REJECT,ultra_liquid
value_pe_quarterly,borderline,IWM,5.0,0.5,1.2,0.491853940651332,REJECT,liquid
value_pe_quarterly,borderline,TLT,3.0,0.5,1.2,0.49505689164944,REJECT,liquid
value_pe_quarterly,borderline,GLD,4.0,0.5,1.2,0.49337231600846787,REJECT,liquid
value_pe_quarterly,borderline,EEM,8.0,0.5,1.2,0.48666334368540004,REJECT,medium
value_pe_quarterly,borderline,VWO,10.0,0.5,1.2,0.48316861561236696,REJECT,medium
value_pe_quarterly,borderline,EFA,6.0,0.5,1.2,0.49006058874503045,REJECT,medium
value_pe_quarterly,borderline,EWZ,20.0,0.5,1.2,0.466,REJECT,illiquid
value_pe_quarterly,borderline,RSX,35.0,0.5,1.2,0.44060588745030455,REJECT,illiquid
value_pe_quarterly,borderline,XME,15.0,0.5,1.2,0.47421114561800015,REJECT,illiquid
value_pb_quarterly,borderline,SPY,1.5,0.45,1.3,0.44735155186048753,REJECT,ultra_liquid
value_pb_quarterly,borderline,QQQ,2.0,0.45,1.3,0.44645979422808996,REJECT,ultra_liquid
value_pb_quarterly,borderline,IWM,5.0,0.45,1.3,0.4411751023722763,REJECT,liquid
value_pb_quarterly,borderline,TLT,3.0,0.45,1.3,0.44464496595356,REJECT,liquid
value_pb_quarterly,borderline,GLD,4.0,0.45,1.3,0.44282000900917357,REJECT,liquid
value_pb_quarterly,borderline,EEM,8.0,0.45,1.3,0.4355519556591834,REJECT,medium
value_pb_quarterly,borderline,VWO,10.0,0.45,1.3,0.43176600024673084,REJECT,medium
value_pb_quarterly,borderline,EFA,6.0,0.45,1.3,0.43923230447378303,REJECT,medium
value_pb_quarterly,borderline,EWZ,20.0,0.45,1.3,0.4131666666666667,REJECT,illiquid
value_pb_quarterly,borderline,RSX,35.0,0.45,1.3,0.38565637807116326,REJECT,illiquid
value_pb_quarterly,borderline,XME,15.0,0.45,1.3,0.42206207441950017,REJECT,illiquid
momentum_12_3,borderline,SPY,1.5,0.5,2.0,0.49592546440075,REJECT,ultra_liquid
momentum_12_3,borderline,QQQ,2.0,0.5,2.0,0.4945535295816768,REJECT,ultra_liquid
momentum_12_3,borderline,IWM,5.0,0.5,2.0,0.4864232344188866,REJECT,liquid
momentum_12_3,borderline,TLT,3.0,0.5,2.0,0.4917614860824,REJECT,liquid
momentum_12_3,borderline,GLD,4.0,0.5,2.0,0.4889538600141131,REJECT,liquid
momentum_12_3,borderline,EEM,8.0,0.5,2.0,0.47777223947566677,REJECT,medium
momentum_12_3,borderline,VWO,10.0,0.5,2.0,0.4719476926872782,REJECT,medium
momentum_12_3,borderline,EFA,6.0,0.5,2.0,0.48343431457505076,REJECT,medium
momentum_12_3,borderline,EWZ,20.0,0.5,2.0,0.44333333333333336,REJECT,illiquid
momentum_12_3,borderline,RSX,35.0,0.5,2.0,0.40100981241717426,REJECT,illiquid
momentum_12_3,borderline,XME,15.0,0.5,2.0,0.4570185760300003,REJECT,illiquid
momentum_12_6,borderline,SPY,1.5,0.55,1.5,0.5469440983005626,PASS,ultra_liquid
momentum_12_6,borderline,QQQ,2.0,0.55,1.5,0.5459151471862577,PASS,ultra_liquid
momentum_12_6,borderline,IWM,5.0,0.55,1.5,0.539817425814165,PASS,liquid
momentum_12_6,borderline,TLT,3.0,0.55,1.5,0.5438211145618,PASS,liquid
momentum_12_6,borderline,GLD,4.0,0.55,1.5,0.5417153950105849,PASS,liquid
momentum_12_6,borderline,EEM,8.0,0.55,1.5,0.5333291796067501,PASS,medium
momentum_12_6,borderline,VWO,10.0,0.55,1.5,0.5289607695154587,PASS,medium
momentum_12_6,borderline,EFA,6.0,0.55,1.5,0.5375757359312882,PASS,medium
momentum_12_6,borderline,EWZ,20.0,0.55,1.5,0.5075000000000001,PASS,illiquid
momentum_12_6,borderline,RSX,35.0,0.55,1.5,0.47575735931288077,REJECT,illiquid
momentum_12_6,borderline,XME,15.0,0.55,1.5,0.5177639320225003,PASS,illiquid
low_vol_quarterly,borderline,SPY,1.5,0.5,1.0,0.497962732200375,REJECT,ultra_liquid
low_vol_quarterly,borderline,QQQ,2.0,0.5,1.0,0.49727676479083843,REJECT,ultra_liquid
low_vol_quarterly,borderline,IWM,5.0,0.5,1.0,0.4932116172094433,REJECT,liquid
low_vol_quarterly,borderline,TLT,3.0,0.5,1.0,0.4958807430412,REJECT,liquid
low_vol_quarterly,borderline,GLD,4.0,0.5,1.0,0.49447693000705656,REJECT,liquid
low_vol_quarterly,borderline,EEM,8.0,0.5,1.0,0.48888611973783336,REJECT,medium
low_vol_quarterly,borderline,VWO,10.0,0.5,1.0,0.4859738463436391,REJECT,medium
low_vol_quarterly,borderline,EFA,6.0,0.5,1.0,0.4917171572875254,REJECT,medium
low_vol_quarterly,borderline,EWZ,20.0,0.5,1.0,0.4716666666666667,REJECT,illiquid
low_vol_quarterly,borderline,RSX,35.0,0.5,1.0,0.45050490620858713,REJECT,illiquid
low_vol_quarterly,borderline,XME,15.0,0.5,1.0,0.47850928801500014,REJECT,illiquid
dividend_yield,borderline,SPY,1.5,0.45,0.8,0.4483701857603,REJECT,ultra_liquid
dividend_yield,borderline,QQQ,2.0,0.45,0.8,0.4478214118326707,REJECT,ultra_liquid
dividend_yield,borderline,IWM,5.0,0.45,0.8,0.44456929376755466,REJECT,liquid
dividend_yield,borderline,TLT,3.0,0.45,0.8,0.44670459443296,REJECT,liquid
dividend_yield,borderline,GLD,4.0,0.45,0.8,0.44558154400564526,REJECT,liquid
dividend_yield,borderline,EEM,8.0,0.45,0.8,0.4411088957902667,REJECT,medium
dividend_yield,borderline,VWO,10.0,0.45,0.8,0.4387790770749113,REJECT,medium
dividend_yield,borderline,EFA,6.0,0.45,0.8,0.4433737258300203,REJECT,medium
dividend_yield,borderline,EWZ,20.0,0.45,0.8,0.42733333333333334,REJECT,illiquid
dividend_yield,borderline,RSX,35.0,0.45,0.8,0.4104039249668697,REJECT,illiquid
dividend_yield,borderline,XME,15.0,0.45,0.8,0.4328074304120001,REJECT,illiquid
profitability,borderline,SPY,1.5,0.55,1.2,0.5475552786404501,PASS,ultra_liquid
profitability,borderline,QQQ,2.0,0.55,1.2,0.5467321177490061,PASS,ultra_liquid
profitability,borderline,IWM,5.0,0.55,1.2,0.541853940651332,PASS,liquid
profitability,borderline,TLT,3.0,0.55,1.2,0.54505689164944,PASS,liquid
profitability,borderline,GLD,4.0,0.55,1.2,0.5433723160084679,PASS,liquid
profitability,borderline,EEM,8.0,0.55,1.2,0.5366633436854001,PASS,medium
profitability,borderline,VWO,10.0,0.55,1.2,0.533168615612367,PASS,medium
profitability,borderline,EFA,6.0,0.55,1.2,0.5400605887450305,PASS,medium
profitability,borderline,EWZ,20.0,0.55,1.2,0.516,PASS,illiquid
profitability,borderline,RSX,35.0,0.55,1.2,0.4906058874503046,REJECT,illiquid
profitability,borderline,XME,15.0,0.55,1.2,0.5242111456180002,PASS,illiquid
investment,borderline,SPY,1.5,0.5,1.0,0.497962732200375,REJECT,ultra_liquid
investment,borderline,QQQ,2.0,0.5,1.0,0.49727676479083843,REJECT,ultra_liquid
investment,borderline,IWM,5.0,0.5,1.0,0.4932116172094433,REJECT,liquid
investment,borderline,TLT,3.0,0.5,1.0,0.4958807430412,REJECT,liquid
investment,borderline,GLD,4.0,0.5,1.0,0.49447693000705656,REJECT,liquid
investment,borderline,EEM,8.0,0.5,1.0,0.48888611973783336,REJECT,medium
investment,borderline,VWO,10.0,0.5,1.0,0.4859738463436391,REJECT,medium
investment,borderline,EFA,6.0,0.5,1.0,0.4917171572875254,REJECT,medium
investment,borderline,EWZ,20.0,0.5,1.0,0.4716666666666667,REJECT,illiquid
investment,borderline,RSX,35.0,0.5,1.0,0.45050490620858713,REJECT,illiquid
investment,borderline,XME,15.0,0.5,1.0,0.47850928801500014,REJECT,illiquid
size_small,borderline,SPY,1.5,0.4,0.9,0.39816645898033753,REJECT,ultra_liquid
size_small,borderline,QQQ,2.0,0.4,0.9,0.3975490883117546,REJECT,ultra_liquid
size_small,borderline,IWM,5.0,0.4,0.9,0.393890455488499,REJECT,liquid
size_small,borderline,TLT,3.0,0.4,0.9,0.39629266873708,REJECT,liquid
size_small,borderline,GLD,4.0,0.4,0.9,0.39502923700635095,REJECT,liquid
size_small,borderline,EEM,8.0,0.4,0.9,0.38999750776405007,REJECT,medium
size_small,borderline,VWO,10.0,0.4,0.9,0.3873764617092752,REJECT,medium
size_small,borderline,EFA,6.0,0.4,0.9,0.39254544155877286,REJECT,medium
size_small,borderline,EWZ,20.0,0.4,0.9,0.3745,REJECT,illiquid
size_small,borderline,RSX,35.0,0.4,0.9,0.35545441558772845,REJECT,illiquid
size_small,borderline,XME,15.0,0.4,0.9,0.38065835921350016,REJECT,illiquid
quality_roe,borderline,SPY,1.5,0.55,1.4,0.5471478250805251,PASS,ultra_liquid
quality_roe,borderline,QQQ,2.0,0.55,1.4,0.5461874707071738,PASS,ultra_liquid
quality_roe,borderline,IWM,5.0,0.55,1.4,0.5404962640932207,PASS,liquid
quality_roe,borderline,TLT,3.0,0.55,1.4,0.54423304025768,PASS,liquid
quality_roe,borderline,GLD,4.0,0.55,1.4,0.5422677020098793,PASS,liquid
quality_roe,borderline,EEM,8.0,0.55,1.4,0.5344405676329668,PASS,medium
quality_roe,borderline,VWO,10.0,0.55,1.4,0.5303633848810948,PASS,medium
quality_roe,borderline,EFA,6.0,0.55,1.4,0.5384040202025355,PASS,medium
quality_roe,borderline,EWZ,20.0,0.55,1.4,0.5103333333333334,PASS,illiquid
quality_roe,borderline,RSX,35.0,0.55,1.4,0.48070686869202206,REJECT,illiquid
quality_roe,borderline,XME,15.0,0.55,1.4,0.5199130032210002,PASS,illiquid
quality_fcf,borderline,SPY,1.5,0.6,1.3,0.5973515518604875,PASS,ultra_liquid
quality_fcf,borderline,QQQ,2.0,0.6,1.3,0.5964597942280899,PASS,ultra_liquid
quality_fcf,borderline,IWM,5.0,0.6,1.3,0.5911751023722762,PASS,liquid
quality_fcf,borderline,TLT,3.0,0.6,1.3,0.59464496595356,PASS,liquid
quality_fcf,borderline,GLD,4.0,0.6,1.3,0.5928200090091735,PASS,liquid
quality_fcf,borderline,EEM,8.0,0.6,1.3,0.5855519556591834,PASS,medium
quality_fcf,borderline,VWO,10.0,0.6,1.3,0.5817660002467309,PASS,medium
quality_fcf,borderline,EFA,6.0,0.6,1.3,0.5892323044737829,PASS,medium
quality_fcf,borderline,EWZ,20.0,0.6,1.3,0.5631666666666666,PASS,illiquid
quality_fcf,borderline,RSX,35.0,0.6,1.3,0.5356563780711633,PASS,illiquid
quality_fcf,borderline,XME,15.0,0.6,1.3,0.5720620744195002,PASS,illiquid
combo_value_mom,borderline,SPY,1.5,0.55,1.8,0.5463329179606751,PASS,ultra_liquid
combo_value_mom,borderline,QQQ,2.0,0.55,1.8,0.5450981766235092,PASS,ultra_liquid
combo_value_mom,borderline,IWM,5.0,0.55,1.8,0.537780910976998,PASS,liquid
combo_value_mom,borderline,TLT,3.0,0.55,1.8,0.54258533747416,PASS,liquid
combo_value_mom,borderline,GLD,4.0,0.55,1.8,0.5400584740127019,PASS,liquid
combo_value_mom,borderline,EEM,8.0,0.55,1.8,0.5299950155281001,PASS,medium
combo_value_mom,borderline,VWO,10.0,0.55,1.8,0.5247529234185504,PASS,medium
combo_value_mom,borderline,EFA,6.0,0.55,1.8,0.5350908831175457,PASS,medium
combo_value_mom,borderline,EWZ,20.0,0.55,1.8,0.49900000000000005,REJECT,illiquid
combo_value_mom,borderline,RSX,35.0,0.55,1.8,0.4609088311754569,REJECT,illiquid
combo_value_mom,borderline,XME,15.0,0.55,1.8,0.5113167184270003,PASS,illiquid
combo_quality_value,borderline,SPY,1.5,0.6,1.2,0.59755527864045,PASS,ultra_liquid
combo_quality_value,borderline,QQQ,2.0,0.6,1.2,0.596732117749006,PASS,ultra_liquid
combo_quality_value,borderline,IWM,5.0,0.6,1.2,0.5918539406513319,PASS,liquid
combo_quality_value,borderline,TLT,3.0,0.6,1.2,0.59505689164944,PASS,liquid
combo_quality_value,borderline,GLD,4.0,0.6,1.2,0.5933723160084678,PASS,liquid
combo_quality_value,borderline,EEM,8.0,0.6,1.2,0.5866633436854001,PASS,medium
combo_quality_value,borderline,VWO,10.0,0.6,1.2,0.5831686156123669,PASS,medium
combo_quality_value,borderline,EFA,6.0,0.6,1.2,0.5900605887450304,PASS,medium
combo_quality_value,borderline,EWZ,20.0,0.6,1.2,0.566,PASS,illiquid
combo_quality_value,borderline,RSX,35.0,0.6,1.2,0.5406058874503046,PASS,illiquid
combo_quality_value,borderline,XME,15.0,0.6,1.2,0.5742111456180001,PASS,illiquid
carry_fx,borderline,SPY,1.5,0.5,1.5,0.4969440983005625,REJECT,ultra_liquid
carry_fx,borderline,QQQ,2.0,0.5,1.5,0.4959151471862576,REJECT,ultra_liquid
carry_fx,borderline,IWM,5.0,0.5,1.5,0.48981742581416493,REJECT,liquid
carry_fx,borderline,TLT,3.0,0.5,1.5,0.4938211145618,REJECT,liquid
carry_fx,borderline,GLD,4.0,0.5,1.5,0.49171539501058487,REJECT,liquid
carry_fx,borderline,EEM,8.0,0.5,1.5,0.48332917960675004,REJECT,medium
carry_fx,borderline,VWO,10.0,0.5,1.5,0.4789607695154587,REJECT,medium
carry_fx,borderline,EFA,6.0,0.5,1.5,0.48757573593128806,REJECT,medium
carry_fx,borderline,EWZ,20.0,0.5,1.5,0.4575,REJECT,illiquid
carry_fx,borderline,RSX,35.0,0.5,1.5,0.4257573593128807,REJECT,illiquid
carry_fx,borderline,XME,15.0,0.5,1.5,0.4677639320225002,REJECT,illiquid
value_annual,robust,SPY,1.5,0.7,0.4,0.69918509288015,PASS,ultra_liquid
value_annual,robust,QQQ,2.0,0.7,0.4,0.6989107059163353,PASS,ultra_liquid
value_annual,robust,IWM,5.0,0.7,0.4,0.6972846468837772,PASS,liquid
value_annual,robust,TLT,3.0,0.7,0.4,0.69835229721648,PASS,liquid
value_annual,robust,GLD,4.0,0.7,0.4,0.6977907720028226,PASS,liquid
value_annual,robust,EEM,8.0,0.7,0.4,0.6955544478951333,PASS,medium
value_annual,robust,VWO,10.0,0.7,0.4,0.6943895385374556,PASS,medium
value_annual,robust,EFA,6.0,0.7,0.4,0.6966868629150101,PASS,medium
value_annual,robust,EWZ,20.0,0.7,0.4,0.6886666666666666,PASS,illiquid
value_annual,robust,RSX,35.0,0.7,0.4,0.6802019624834348,PASS,illiquid
value_annual,robust,XME,15.0,0.7,0.4,0.691403715206,PASS,illiquid
quality_annual,robust,SPY,1.5,0.75,0.3,0.7493888196601125,PASS,ultra_liquid
quality_annual,robust,QQQ,2.0,0.75,0.3,0.7491830294372516,PASS,ultra_liquid
quality_annual,robust,IWM,5.0,0.75,0.3,0.747963485162833,PASS,liquid
quality_annual,robust,TLT,3.0,0.75,0.3,0.74876422291236,PASS,liquid
quality_annual,robust,GLD,4.0,0.75,0.3,0.7483430790021169,PASS,liquid
quality_annual,robust,EEM,8.0,0.75,0.3,0.74666583592135,PASS,medium
quality_annual,robust,VWO,10.0,0.75,0.3,0.7457921539030917,PASS,medium
quality_annual,robust,EFA,6.0,0.75,0.3,0.7475151471862577,PASS,medium
quality_annual,robust,EWZ,20.0,0.75,0.3,0.7415,PASS,illiquid
quality_annual,robust,RSX,35.0,0.75,0.3,0.7351514718625761,PASS,illiquid
quality_annual,robust,XME,15.0,0.75,0.3,0.7435527864045001,PASS,illiquid
buyhold_value,robust,SPY,1.5,0.65,0.2,0.649592546440075,PASS,ultra_liquid
buyhold_value,robust,QQQ,2.0,0.65,0.2,0.6494553529581677,PASS,ultra_liquid
buyhold_value,robust,IWM,5.0,0.65,0.2,0.6486423234418887,PASS,liquid
buyhold_value,robust,TLT,3.0,0.65,0.2,0.64917614860824,PASS,liquid
buyhold_value,robust,GLD,4.0,0.65,0.2,0.6488953860014114,PASS,liquid
buyhold_value,robust,EEM,8.0,0.65,0.2,0.6477772239475666,PASS,medium
buyhold_value,robust,VWO,10.0,0.65,0.2,0.6471947692687279,PASS,medium
buyhold_value,robust,EFA,6.0,0.65,0.2,0.6483434314575051,PASS,medium
buyhold_value,robust,EWZ,20.0,0.65,0.2,0.6443333333333333,PASS,illiquid
buyhold_value,robust,RSX,35.0,0.65,0.2,0.6401009812417174,PASS,illiquid
buyhold_value,robust,XME,15.0,0.65,0.2,0.645701857603,PASS,illiquid
dividend_annual,robust,SPY,1.5,0.6,0.25,0.5994906830500937,PASS,ultra_liquid
dividend_annual,robust,QQQ,2.0,0.6,0.25,0.5993191911977096,PASS,ultra_liquid
dividend_annual,robust,IWM,5.0,0.6,0.25,0.5983029043023608,PASS,liquid
dividend_annual,robust,TLT,3.0,0.6,0.25,0.5989701857603,PASS,liquid
dividend_annual,robust,GLD,4.0,0.6,0.25,0.5986192325017641,PASS,liquid
dividend_annual,robust,EEM,8.0,0.6,0.25,0.5972215299344583,PASS,medium
dividend_annual,robust,VWO,10.0,0.6,0.25,0.5964934615859098,PASS,medium
dividend_annual,robust,EFA,6.0,0.6,0.25,0.5979292893218813,PASS,medium
dividend_annual,robust,EWZ,20.0,0.6,0.25,0.5929166666666666,PASS,illiquid
dividend_annual,robust,RSX,35.0,0.6,0.25,0.5876262265521468,PASS,illiquid
dividend_annual,robust,XME,15.0,0.6,0.25,0.59462732200375,PASS,illiquid
multifactor_annual,robust,SPY,1.5,0.8,0.35,0.7992869562701312,PASS,ultra_liquid
multifactor_annual,robust,QQQ,2.0,0.8,0.35,0.7990468676767934,PASS,ultra_liquid
multifactor_annual,robust,IWM,5.0,0.8,0.35,0.7976240660233052,PASS,liquid
multifactor_annual,robust,TLT,3.0,0.8,0.35,0.7985582600644201,PASS,liquid
multifactor_annual,robust,GLD,4.0,0.8,0.35,0.7980669255024698,PASS,liquid
multifactor_annual,robust,EEM,8.0,0.8,0.35,0.7961101419082417,PASS,medium
multifactor_annual,robust,VWO,10.0,0.8,0.35,0.7950908462202737,PASS,medium
multifactor_annual,robust,EFA,6.0,0.8,0.35,0.797101005050634,PASS,medium
multifactor_annual,robust,EWZ,20.0,0.8,0.35,0.7900833333333334,PASS,illiquid
multifactor_annual,robust,RSX,35.0,0.8,0.35,0.7826767171730056,PASS,illiquid
multifactor_annual,robust,XME,15.0,0.8,0.35,0.7924782508052501,PASS,illiquid
